分區代碼,類型代碼,類型名稱,類別代碼,類別名稱,圖形R值,圖形G值,圖形B值,次類別代碼,次類別名稱,圖示文字
C11013,C,公共設施用地,11,道路用地,255,255,255,13,道路用地兼供水溝使用,道(水)
C11014,C,公共設施用地,11,道路用地,255,255,255,14,道路用地兼河川區,道(河)
C11015,C,公共設施用地,11,道路用地,255,255,255,15,道路兼河道用地,道(河)
C11016,C,公共設施用地,11,道路用地,255,255,255,16,道路兼高速公路用地,道(高)
C11017,C,公共設施用地,11,道路用地,255,255,255,17,道路兼鐵路用地,道(鐵)
C11018,C,公共設施用地,11,道路用地,255,255,255,18,道路用地兼供經貿服務設施使用,道(經)
C11500,C,公共設施用地,11,道路用地,255,255,255,500,景觀道路用地,景觀道路
C11510,C,公共設施用地,11,道路用地,255,255,255,510,自行車道用地,自行車道
C11520,C,公共設施用地,11,道路用地,255,255,255,520,賞蝶道路用地,賞蝶道
C12000,C,公共設施用地,12,高(快)速公路用地,255,0,255,0,高速公路用地,高公
C12001,C,公共設施用地,12,高(快)速公路用地,255,0,255,1,高速公路用地兼供水利使用,高公(水)
C12002,C,公共設施用地,12,高(快)速公路用地,255,0,255,2,高速公路用地兼供捷運系統使用,高公(捷)
C12003,C,公共設施用地,12,高(快)速公路用地,255,0,255,3,高速公路用地兼供道路使用,高公(道)
C12004,C,公共設施用地,12,高(快)速公路用地,255,0,255,4,高速公路用地兼供高速鐵路使用,高公(高鐵)
C12005,C,公共設施用地,12,高(快)速公路用地,255,0,255,5,高速公路用地兼供鐵路使用,高公(鐵)
C12006,C,公共設施用地,12,高(快)速公路用地,255,0,255,6,高速公路用地兼供公園使用,高公(公)
C12007,C,公共設施用地,12,高(快)速公路用地,255,0,255,7,高速公路用地兼供公園兼兒童遊樂場使用,高公(公兒)
C12008,C,公共設施用地,12,高(快)速公路用地,255,0,255,8,高速公路用地兼供人行步道使用,高公(人)
C12008,C,公共設施用地,12,高(快)速公路用地,255,0,255,8,高速公路用地兼供高速鐵路使用,高公(高鐵)
C12008,C,公共設施用地,12,高(快)速公路用地,255,0,255,8,高速公路用地兼供鐵路兼道路使用,高公(鐵道)
C12009,C,公共設施用地,12,高(快)速公路用地,255,0,255,9,高速公路用地兼供抽水站使用,高公(抽)
C12010,C,公共設施用地,12,高(快)速公路用地,255,0,255,10,高速公路兼鐵路用地,高公(鐵)
C12500,C,公共設施用地,12,高(快)速公路用地,255,0,255,500,快速公路用地,快
C12501,C,公共設施用地,12,高(快)速公路用地,255,0,255,501,快速公路用地兼道路用地,快(道)
C12502,C,公共設施用地,12,高(快)速公路用地,255,0,255,502,快速公路用地兼高速公路用地,快(高)
C12503,C,公共設施用地,12,高(快)速公路用地,255,0,255,503,快速公路用地兼供河川區使用,快(河)
C12504,C,公共設施用地,12,高(快)速公路用地,255,0,255,504,快速公路用地兼供道路使用,快(道)
C12505,C,公共設施用地,12,高(快)速公路用地,255,0,255,505,快速公路用地兼供鐵路使用,快(鐵)
C12506,C,公共設施用地,12,高(快)速公路用地,255,0,255,506,快速公路用地兼供溝渠使用,快(溝)
C13000,C,公共設施用地,13,園道用地,0,255,0,0,園道用地,園道
C13001,C,公共設施用地,13,園道用地,0,255,0,1,園道用地兼供排水及道路使用,園道(排道)
C13002,C,公共設施用地,13,園道用地,0,255,0,2,園道用地兼供鐵路使用,園道(鐵)
C13003,C,公共設施用地,13,園道用地,0,255,0,3,園道用地兼供河道使用,園道(河)
C13004,C,公共設施用地,13,園道用地,0,255,0,4,園道用地兼供溝渠使用,園道(溝)
C14000,C,公共設施用地,14,人行步道用地,255,255,255,0,人行步道用地,人
C14001,C,公共設施用地,14,人行步道用地,255,255,255,1,人行步道兼廣場用地,人(廣)
C14002,C,公共設施用地,14,人行步道用地,255,255,255,2,人行步道用地兼供排水使用,人(排)
C14500,C,公共設施用地,14,人行步道用地,255,255,255,500,景觀步道用地,
C14510,C,公共設施用地,14,人行步道用地,255,255,255,510,綠化步道用地,
C15000,C,公共設施用地,15,鐵路用地,183,183,183,0,鐵路用地,鐵
C15001,C,公共設施用地,15,鐵路用地,183,183,183,1,鐵路用地兼供公園使用,鐵(公)
C15002,C,公共設施用地,15,鐵路用地,183,183,183,2,鐵路用地兼供河川使用,鐵(河)
C15003,C,公共設施用地,15,鐵路用地,183,183,183,3,鐵路用地兼供高速公路使用,鐵(高)
C15004,C,公共設施用地,15,鐵路用地,183,183,183,4,鐵路用地兼供排水使用,鐵(排)
C15005,C,公共設施用地,15,鐵路用地,183,183,183,5,鐵路用地兼供道路使用,鐵(道)
C15006,C,公共設施用地,15,鐵路用地,183,183,183,6,鐵路用地兼供電路電塔使用,鐵(塔)
C15007,C,公共設施用地,15,鐵路用地,183,183,183,7,鐵路用地兼供社教機構使用,鐵(社)
C15500,C,公共設施用地,15,鐵路用地,183,183,183,500,台糖鐵路用地,糖鐵
C15600,C,公共設施用地,15,鐵路用地,183,183,183,600,高速鐵路用地,高鐵
C15601,C,公共設施用地,15,鐵路用地,183,183,183,601,高速鐵路用地兼供公園使用,高鐵(公)
C15602,C,公共設施用地,15,鐵路用地,183,183,183,602,高速鐵路用地兼供園道使用,高鐵(園道)
C15603,C,公共設施用地,15,鐵路用地,183,183,183,603,高速鐵路用地兼供道路使用,高鐵(道)
C15700,C,公共設施用地,15,鐵路用地,183,183,183,700,觀光鐵道用地,觀鐵
C15701,C,公共設施用地,15,鐵路用地,183,183,183,701,觀光鐵道用地兼供道路使用,觀鐵(道)
C16000,C,公共設施用地,16,停車場用地,255,63,0,0,停車場用地,停
C16001,C,公共設施用地,16,停車場用地,255,63,0,1,停車場兼廣場用地,停(廣)
C16002,C,公共設施用地,16,停車場用地,255,63,0,2,停車場兼供電影文化中心使用,停(文化中心)
C16003,C,公共設施用地,16,停車場用地,255,63,0,3,停車場用地兼供道路使用,停(道)
C16500,C,公共設施用地,16,停車場用地,255,63,0,500,站場用地,站場
C16510,C,公共設施用地,16,停車場用地,255,63,0,510,貨櫃停車場用地,櫃停
C17000,C,公共設施用地,17,加油站用地,255,0,255,0,加油站用地,油
C18000,C,公共設施用地,18,車站用地,0,127,255,0,車站用地,車站
C18001,C,公共設施用地,18,車站用地,0,127,255,1,車站兼捷運系統用地,車站(捷)
C18002,C,公共設施用地,18,車站用地,0,127,255,2,車站兼道路用地,車站(道)
C18003,C,公共設施用地,18,車站用地,0,127,255,3,車站用地兼供旅遊服務中心使用,車站(旅)
C18500,C,公共設施用地,18,車站用地,0,127,255,500,大眾運輸轉運站用地,轉運站
C18600,C,公共設施用地,18,車站用地,0,127,255,600,客運車站用地,客運車站
C18610,C,公共設施用地,18,車站用地,0,127,255,610,公路車站用地,公路車站
C18700,C,公共設施用地,18,車站用地,0,127,255,700,捷運車站用地,捷運車站
C18701,C,公共設施用地,18,車站用地,0,127,255,701,捷運車站用地兼供道路使用,捷運車站(道)
C18800,C,公共設施用地,18,車站用地,0,127,255,800,纜車站用地,纜車站
C19000,C,公共設施用地,19,港埠用地,127,63,0,0,港埠用地,港
C19010,C,公共設施用地,19,港埠用地,127,63,0,10,遊艇碼頭用地,遊艇碼頭
C19020,C,公共設施用地,19,港埠用地,127,63,0,20,漁港用地,漁港
C19030,C,公共設施用地,19,港埠用地,127,63,0,30,碼頭用地,碼頭
C19040,C,公共設施用地,19,港埠用地,127,63,0,40,堤防碼頭用地,碼頭
C19050,C,公共設施用地,19,港埠用地,127,63,0,50,船站用地,船站
C20000,C,公共設施用地,20,航空站用地,0,127,255,0,航空站用地,航
C20010,C,公共設施用地,20,航空站用地,0,127,255,10,民用航空站用地,航
C20020,C,公共設施用地,20,航空站用地,0,127,255,20,機場用地,航
C21000,C,公共設施用地,21,水利用地,127,255,255,0,水利用地,水利
C21100,C,公共設施用地,21,水利用地,127,255,255,100,水利設施用地,水利設施
C21500,C,公共設施用地,21,水利用地,127,255,255,500,水利事業用地,水利
C21501,C,公共設施用地,21,水利用地,127,255,255,501,水利事業用地兼供道路使用,水利(道)
C21510,C,公共設施用地,21,水利用地,127,255,255,510,水庫用地,水庫
C21520,C,公共設施用地,21,水利用地,127,255,255,520,水域用地,水域
C21521,C,公共設施用地,21,水利用地,127,255,255,521,泊地,泊地
C21600,C,公共設施用地,21,水利用地,127,255,255,600,水溝用地,溝
C21601,C,公共設施用地,21,水利用地,127,255,255,601,水溝用地兼供道路使用,溝(道)
C21650,C,公共設施用地,21,水利用地,127,255,255,650,溝渠用地,溝
C21651,C,公共設施用地,21,水利用地,127,255,255,651,溝渠用地兼供停車場使用,溝(停)
C21652,C,公共設施用地,21,水利用地,127,255,255,652,溝渠用地兼供捷運系統使用,溝(捷)
C21653,C,公共設施用地,21,水利用地,127,255,255,653,溝渠用地兼供綠地使用,溝(綠)
C21654,C,公共設施用地,21,水利用地,127,255,255,654,溝渠用地兼公園用地,溝(公)
C21655,C,公共設施用地,21,水利用地,127,255,255,655,溝渠用地兼廣場用地,溝(廣)
C21656,C,公共設施用地,21,水利用地,127,255,255,656,溝渠用地兼鐵路用地,溝(鐵)
C21657,C,公共設施用地,21,水利用地,127,255,255,657,溝渠用地兼車站用地,溝(車)
C21658,C,公共設施用地,21,水利用地,127,255,255,658,溝渠用地兼供道路使用,溝(道)
C21659,C,公共設施用地,21,水利用地,127,255,255,659,溝渠兼兒童遊樂場用地,溝(兒)
C21700,C,公共設施用地,21,水利用地,127,255,255,700,行水用地,行水
C21750,C,公共設施用地,21,水利用地,127,255,255,750,水質監測站用地,水質站
C21760,C,公共設施用地,21,水利用地,127,255,255,760,沉砂池用地,沉砂池
C21770,C,公共設施用地,21,水利用地,127,255,255,770,抽水站用地,抽水站
C21780,C,公共設施用地,21,水利用地,127,255,255,780,河川用地,河
C21781,C,公共設施用地,21,水利用地,127,255,255,781,河川溝渠用地,河(溝)
C21782,C,公共設施用地,21,水利用地,127,255,255,782,河川水溝用地,河(溝)
C21800,C,公共設施用地,21,水利用地,127,255,255,800,河道用地,河道
C21801,C,公共設施用地,21,水利用地,127,255,255,801,河道用地兼供道路使用,河(道)
C21802,C,公共設施用地,21,水利用地,127,255,255,802,河道用地兼供快速道路使用,河(快)
C21820,C,公共設施用地,21,水利用地,127,255,255,820,排水用地,排
C21830,C,公共設施用地,21,水利用地,127,255,255,830,排水溝用地,溝
C21831,C,公共設施用地,21,水利用地,127,255,255,831,排水溝用地兼供道路使用,排(道)
C21832,C,公共設施用地,21,水利用地,127,255,255,832,排水溝兼停車場用地,排(停)
C21840,C,公共設施用地,21,水利用地,127,255,255,840,排水道用地,排
C21841,C,公共設施用地,21,水利用地,127,255,255,841,排水道用地兼供道路使用,排(道)
C21842,C,公共設施用地,21,水利用地,127,255,255,842,排水道用地兼供經貿服務設施使用,排(經)
C21850,C,公共設施用地,21,水利用地,127,255,255,850,運河用地,運河
C21851,C,公共設施用地,21,水利用地,127,255,255,851,運河用地兼供道路使用,運河(道)
C21860,C,公共設施用地,21,水利用地,127,255,255,860,截流站用地,截流站
C21870,C,公共設施用地,21,水利用地,127,255,255,870,滯洪池用地,滯洪池
C21871,C,公共設施用地,21,水利用地,127,255,255,871,滯洪池用地兼供公園使用,滯洪池(公)
C21872,C,公共設施用地,21,水利用地,127,255,255,872,滯洪池用地兼供道路使用,滯洪池(道)
C21890,C,公共設施用地,21,水利用地,127,255,255,890,蓄水池用地,蓄水池
C21900,C,公共設施用地,21,水利用地,127,255,255,900,調節池用地,調節池
C21910,C,公共設施用地,21,水利用地,127,255,255,910,抽壓水站用地,抽壓水站
C21920,C,公共設施用地,21,水利用地,127,255,255,920,人工湖用地,人工湖
C21930,C,公共設施用地,21,水利用地,127,255,255,930,水道用地,水道
C21940,C,公共設施用地,21,水利用地,127,255,255,940,溫泉水源用地,溫泉
C21950,C,公共設施用地,21,水利用地,127,255,255,950,灌溉用地,灌
C22000,C,公共設施用地,22,堤防用地,255,0,255,0,堤防用地,堤
C22001,C,公共設施用地,22,堤防用地,255,0,255,1,堤防用地兼供快速公路使用,堤(快)
C22002,C,公共設施用地,22,堤防用地,255,0,255,2,堤防用地兼供捷運系統使用,堤(捷)
C22003,C,公共設施用地,22,堤防用地,255,0,255,3,堤防用地兼供道路使用,堤(道)
C22004,C,公共設施用地,22,堤防用地,255,0,255,4,堤防用地兼河川區及道路使用,堤(河道)
C22500,C,公共設施用地,22,堤防用地,255,0,255,500,海堤用地,堤
C22510,C,公共設施用地,22,堤防用地,255,0,255,510,防波堤用地,堤
C23000,C,公共設施用地,23,機關用地,0,127,255,0,機關用地,機
C23001,C,公共設施用地,23,機關用地,0,127,255,1,機關用地兼供排水使用,機(排)
C23002,C,公共設施用地,23,機關用地,0,127,255,2,機關用地兼供古蹟保存使用,機(古)
C23003,C,公共設施用地,23,機關用地,0,127,255,3,機關兼社教用地,機(社)
C23004,C,公共設施用地,23,機關用地,0,127,255,4,機關兼停車場用地,機(停)
C23005,C,公共設施用地,23,機關用地,0,127,255,5,機關用地兼供旅遊服務中心使用,機(旅服)
C23006,C,公共設施用地,23,機關用地,0,127,255,6,機關兼道路用地,機(道)
C23500,C,公共設施用地,23,機關用地,0,127,255,500,醫療用地,醫
C23501,C,公共設施用地,23,機關用地,0,127,255,501,醫療及衛生機構用地,醫衛
C23510,C,公共設施用地,23,機關用地,0,127,255,510,醫院用地,醫院
C23520,C,公共設施用地,23,機關用地,0,127,255,520,社區活動中心用地,社活
C23530,C,公共設施用地,23,機關用地,0,127,255,530,警政機關用地,警
C23531,C,公共設施用地,23,機關用地,0,127,255,531,警察局用地,警局
C23532,C,公共設施用地,23,機關用地,0,127,255,532,派出所用地,派
C23540,C,公共設施用地,23,機關用地,0,127,255,540,軍事機關用地,軍
C23550,C,公共設施用地,23,機關用地,0,127,255,550,軍事用地,軍
C23560,C,公共設施用地,23,機關用地,0,127,255,560,旅遊服務中心用地,旅
C23561,C,公共設施用地,23,機關用地,0,127,255,561,旅遊服務用地,旅
C23570,C,公共設施用地,23,機關用地,0,127,255,570,消防用地,消
C23580,C,公共設施用地,23,機關用地,0,127,255,580,郵政用地,郵
C23590,C,公共設施用地,23,機關用地,0,127,255,590,郵政事業用地,郵
C23600,C,公共設施用地,23,機關用地,0,127,255,600,電力用地,電力
C23610,C,公共設施用地,23,機關用地,0,127,255,610,電力事業用地,電力
C23620,C,公共設施用地,23,機關用地,0,127,255,620,電力設施用地,電設
C23630,C,公共設施用地,23,機關用地,0,127,255,630,電信用地,電信
C23640,C,公共設施用地,23,機關用地,0,127,255,640,電信事業用地,電信
C23650,C,公共設施用地,23,機關用地,0,127,255,650,電路鐵塔用地,電塔
C23660,C,公共設施用地,23,機關用地,0,127,255,660,燈塔用地,燈塔
C23670,C,公共設施用地,23,機關用地,0,127,255,670,警察局用地,警
C23680,C,公共設施用地,23,機關用地,0,127,255,680,自來水用地,自
C23690,C,公共設施用地,23,機關用地,0,127,255,690,自來水事業用地,自
C23691,C,公共設施用地,23,機關用地,0,127,255,691,自來水設施用地,自
C23692,C,公共設施用地,23,機關用地,0,127,255,692,自來水事業用地兼供道路使用,自(道)
C23700,C,公共設施用地,23,機關用地,0,127,255,700,自來水廠用地,水廠
C23710,C,公共設施用地,23,機關用地,0,127,255,710,社教機關用地,社教
C23720,C,公共設施用地,23,機關用地,0,127,255,720,社會福利機關用地,社福
C23721,C,公共設施用地,23,機關用地,0,127,255,721,社會福利設施用地,社福
C23722,C,公共設施用地,23,機關用地,0,127,255,722,社會福利及醫療衛生機構用地,社醫
C23730,C,公共設施用地,23,機關用地,0,127,255,730,衛生醫療機構用地,衛醫
C23740,C,公共設施用地,23,機關用地,0,127,255,740,老人文康活動中心用地,老活
C23750,C,公共設施用地,23,機關用地,0,127,255,750,郵電用地,郵電
C23760,C,公共設施用地,23,機關用地,0,127,255,760,電信郵政事業用地,電郵
C23770,C,公共設施用地,23,機關用地,0,127,255,770,服務中心用地,服
C23780,C,公共設施用地,23,機關用地,0,127,255,780,公共服務設施用地,公共服務
C23790,C,公共設施用地,23,機關用地,0,127,255,790,公共建築用地,公共建築
C23800,C,公共設施用地,23,機關用地,0,127,255,800,公教會館用地,公教會館
C23810,C,公共設施用地,23,機關用地,0,127,255,810,電台用地,電台
C23820,C,公共設施用地,23,機關用地,0,127,255,820,漁會用地,漁會
C23830,C,公共設施用地,23,機關用地,0,127,255,830,管理服務中心用地,管服
C23831,C,公共設施用地,23,機關用地,0,127,255,831,管理站用地,管
C23840,C,公共設施用地,23,機關用地,0,127,255,840,農會用地,農會
C24000,C,公共設施用地,24,文教用地,191,127,255,0,文教用地,文教
C24500,C,公共設施用地,24,文教用地,191,127,255,500,文化中心用地,文化中心
C24510,C,公共設施用地,24,文教用地,191,127,255,510,藝文展演用地,藝
C25000,C,公共設施用地,25,社教用地,191,127,255,0,社教用地,社教
C25500,C,公共設施用地,25,社教用地,191,127,255,500,社教機構用地,社教
C25501,C,公共設施用地,25,社教用地,191,127,255,501,社教機構用地兼供學校使用,社(文)
C25510,C,公共設施用地,25,社教用地,191,127,255,510,陳列館用地,陳
C25520,C,公共設施用地,25,社教用地,191,127,255,520,博物館用地,博
C25530,C,公共設施用地,25,社教用地,191,127,255,530,鳥獸園用地,鳥
C25540,C,公共設施用地,25,社教用地,191,127,255,540,圖書館用地,圖
C25550,C,公共設施用地,25,社教用地,191,127,255,550,蠶業改良場用地,蠶
C26000,C,公共設施用地,26,學校用地,191,127,255,0,學校用地,文
C26500,C,公共設施用地,26,學校用地,191,127,255,500,大學用地,文大
C26520,C,公共設施用地,26,學校用地,191,127,255,520,大專用地,文大
C26521,C,公共設施用地,26,學校用地,191,127,255,521,大專用地兼供體育場使用,文大(體)
C26540,C,公共設施用地,26,學校用地,191,127,255,540,高中職用地,文高職
C26560,C,公共設施用地,26,學校用地,191,127,255,560,高中用地,文高
C26580,C,公共設施用地,26,學校用地,191,127,255,580,高職用地,文職
C26600,C,公共設施用地,26,學校用地,191,127,255,600,中小學用地,文中小
C26620,C,公共設施用地,26,學校用地,191,127,255,620,國中用地,文中
C26630,C,公共設施用地,26,學校用地,191,127,255,630,國中用地（完全中學）,文中(完)
C26700,C,公共設施用地,26,學校用地,191,127,255,700,國小用地,文小
C26800,C,公共設施用地,26,學校用地,191,127,255,800,幼稚園用地,幼
C26801,C,公共設施用地,26,學校用地,191,127,255,801,育幼院用地,幼
C26900,C,公共設施用地,26,學校用地,191,127,255,900,其他教育用地,教
C26901,C,公共設施用地,26,學校用地,191,127,255,901,學校及郵政用地,學校郵政
C26902,C,公共設施用地,26,學校用地,191,127,255,902,特殊學校用地,特
C27000,C,公共設施用地,27,宗教用地,127,255,0,0,宗教用地,宗
C27500,C,公共設施用地,27,宗教用地,127,255,0,500,寺廟用地,寺
C27510,C,公共設施用地,27,宗教用地,127,255,0,510,國家公園區宗教用地,宗
C28000,C,公共設施用地,28,倉庫用地,76,38,0,0,倉庫用地,倉
C29000,C,公共設施用地,29,遊憩用地,0,255,0,0,遊憩用地,遊憩
C29500,C,公共設施用地,29,遊憩用地,0,255,0,500,海水浴場用地,海浴
C29510,C,公共設施用地,29,遊憩用地,0,255,0,510,青年活動營地,青營
C29520,C,公共設施用地,29,遊憩用地,0,255,0,520,大眾浴池用地,眾浴
C29530,C,公共設施用地,29,遊憩用地,0,255,0,530,國家公園區野外育樂用地,育
C29540,C,公共設施用地,29,遊憩用地,0,255,0,540,休息站用地,休
C29550,C,公共設施用地,29,遊憩用地,0,255,0,550,活動中心用地,活動
C29551,C,公共設施用地,29,遊憩用地,0,255,0,551,青年活動中心用地,青活中心
C29560,C,公共設施用地,29,遊憩用地,0,255,0,560,高山植物園用地,植物園
C29570,C,公共設施用地,29,遊憩用地,0,255,0,570,動物園用地,動物園
C29580,C,公共設施用地,29,遊憩用地,0,255,0,580,眺望台用地,眺
C29590,C,公共設施用地,29,遊憩用地,0,255,0,590,遊憩服務用地,遊服
C29600,C,公共設施用地,29,遊憩用地,0,255,0,600,鐵路景觀用地,鐵景
C30000,C,公共設施用地,30,護坡用地,255,255,255,0,護坡用地,護坡
C30500,C,公共設施用地,30,護坡用地,255,255,255,500,道路護坡用地,道路護坡
C30510,C,公共設施用地,30,護坡用地,255,255,255,510,擋土牆護坡用地,擋土牆護坡
C31000,C,公共設施用地,31,住宅用地,255,255,0,0,住宅用地,住用
C32000,C,公共設施用地,32,林業用地,127,255,0,0,林業用地,林
C32010,C,公共設施用地,32,林業用地,127,255,0,10,林業兼道路用地,林(道)
C32020,C,公共設施用地,32,林業用地,127,255,0,20,原野自然用地,林
C33000,C,公共設施用地,33,海濱浴場用地,127,255,255,0,海濱浴場用地,海浴
C33010,C,公共設施用地,33,海濱浴場用地,127,255,255,10,海水浴場用地,海浴
C99000,C,公共設施用地,99,其他公共設施用地,255,255,255,0,其他公共設施用地,
C99010,C,公共設施用地,99,其他公共設施用地,255,255,255,10,業務設施用地,業設
